SEX,INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID
0,08-Aug-17,07-Aug-18,8,1202,519755.22,5097.83,5000029885,2007,4,6,Pick-up,3153,NISSAN,Own Goods,
0,08-Aug-16,07-Aug-17,8,1202,519755.22,6556.52,5000029885,2007,4,6,Pick-up,3153,NISSAN,Own Goods,
0,08-Aug-15,07-Aug-16,8,1202,519755.22,6556.52,5000029885,2007,4,6,Pick-up,3153,NISSAN,Own Goods,
0,08-Aug-14,07-Aug-15,8,1202,519755.22,5102.83,5000029885,2007,4,6,Pick-up,3153,NISSAN,Own Goods,
0,08-Aug-17,07-Aug-18,8,1202,1400000,13304.87,5000029901,2010,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,08-Aug-16,07-Aug-17,8,1202,1400000,16438.15,5000029901,2010,4,7,Pick-up,2494,TOYOTA,Own Goods,
0,08-Aug-15,07-Aug-16,8,1202,1400000,16438.15,5000029901,2010,4,7,Pick-up,2494,TOYOTA,Own Goods,365250
0,08-Aug-14,07-Aug-15,8,1202,285451.24,3931.23,5000029901,2010,4,7,Pick-up,2494,TOYOTA,Own Goods,12152.73
1,24-Nov-17,23-Nov-18,12,1202,3400000,26804.72,5000030358,2012,0,220,Truck,12880,IVECO,General Cartage,
1,24-Nov-16,23-Nov-17,12,1202,3400000,26804.72,5000030358,2012,0,220,Truck,12880,IVECO,General Cartage,
1,24-Nov-15,23-Nov-16,12,1202,3400000,26205.9,5000030358,2012,0,220,Truck,12880,IVECO,General Cartage,
1,24-Nov-14,23-Nov-15,12,1202,3400000,21617.71,5000030358,2012,0,220,Truck,12880,IVECO,General Cartage,159754.37
2,03-Feb-15,02-Feb-16,14,1202,300000,1956.2,5000031259,1999,11,0,Bus,2985,TOYOTA,Fare Paying Passengers,
1,09-May-18,08-May-19,17,1202,0,1993.3,5000031274,2000,12,12,Bus,2985,TOYOTA,Fare Paying Passengers,
1,09-May-17,08-May-18,17,1202,0,1949.3,5000031274,2000,12,12,Bus,2985,TOYOTA,Fare Paying Passengers,
1,28-Nov-15,27-Nov-16,15,1202,0,1956.2,5000031274,2000,12,12,Bus,2985,TOYOTA,Fare Paying Passengers,
1,07-Dec-14,06-Dec-15,10,1202,0,3219,5000031283,1999,0,164.3,Truck,13798,IVECO,General Cartage,
1,01-Jul-14,30-Jun-15,14,1202,0,2776.8,5000031341,1982,0,94,Truck,13798,FIAT,General Cartage,
2,04-Nov-15,03-Nov-16,12,1202,0,2599.7,5000031441,1985,1,36.7,Truck,6560,FIAT,General Cartage,
2,30-Oct-14,29-Oct-15,12,1202,0,2599.7,5000031441,1985,1,36.7,Truck,6560,FIAT,General Cartage,
1,28-Nov-17,27-Nov-18,10,1202,2550000,23784.79,5000031488,2010,1,155.1,Truck,0,IVECO,General Cartage,
1,28-Nov-16,27-Nov-17,10,1202,2550000,23361.31,5000031488,2010,1,155.1,Truck,0,IVECO,General Cartage,
1,28-Nov-15,27-Nov-16,10,1202,2550000,25098.64,5000031488,2010,1,155.1,Truck,0,IVECO,General Cartage,
1,28-Nov-14,27-Nov-15,10,1202,2550000,36820.28,5000031488,2010,1,155.1,Truck,0,IVECO,General Cartage,
1,28-Nov-17,27-Nov-18,10,1202,2550000,23784.79,5000031489,2010,1,155.1,Truck,0,IVECO,General Cartage,
1,28-Nov-16,27-Nov-17,10,1202,2550000,23350.81,5000031489,2010,1,155.1,Truck,0,IVECO,General Cartage,
1,28-Nov-15,27-Nov-16,10,1202,2550000,25088.64,5000031489,2010,1,155.1,Truck,0,IVECO,General Cartage,
1,28-Nov-14,27-Nov-15,10,1202,2550000,36820.28,5000031489,2010,1,155.1,Truck,0,IVECO,General Cartage,
1,28-Nov-17,27-Nov-18,10,1202,650000,5864.41,5000031490,2010,1,80,Truck,11548,FIAT,General Cartage,
1,28-Nov-16,27-Nov-17,10,1202,650000,5742.34,5000031490,2010,1,80,Truck,11548,FIAT,General Cartage,
1,28-Nov-15,27-Nov-16,10,1202,650000,6206.01,5000031490,2010,1,80,Truck,11548,FIAT,General Cartage,
1,28-Nov-14,27-Nov-15,10,1202,650000,9206.14,5000031490,2010,1,80,Truck,11548,FIAT,General Cartage,
1,28-Nov-17,27-Nov-18,10,1202,650000,5853.91,5000031491,2010,0,228.2,Trailers and semitrailers,0,MARU,General Cartage,
1,28-Nov-16,27-Nov-17,10,1202,650000,5742.34,5000031491,2010,0,228.2,Trailers and semitrailers,0,MARU,General Cartage,
1,28-Nov-15,27-Nov-16,10,1202,650000,6195.51,5000031491,2010,0,228.2,Trailers and semitrailers,0,MARU,General Cartage,
1,28-Nov-14,27-Nov-15,10,1202,650000,9211.64,5000031491,2010,0,228.2,Trailers and semitrailers,0,MARU,General Cartage,
0,08-Jul-17,07-Jul-18,97,1201,164516,2598.37,5000031501,1993,5,,Automobile,4164,TOYOTA,Private,
0,08-Jul-16,07-Jul-17,97,1201,164516,2695.11,5000031501,1993,5,,Automobile,4164,TOYOTA,Private,
0,08-Jul-15,07-Jul-16,97,1201,164516,2695.11,5000031501,1993,5,,Automobile,4164,TOYOTA,Private,
0,08-Jul-14,07-Jul-15,97,1201,164516,2695.11,5000031501,1993,5,,Automobile,4164,TOYOTA,Private,
1,13-Apr-18,12-Oct-18,17,1202,1000000,11775.14,5000031479,2010,2,0,Truck,8226,ISUZU,General Cartage,
1,12-Oct-17,11-Apr-18,17,1202,1000000,14637.28,5000031479,2010,2,0,Truck,8226,ISUZU,General Cartage,
1,16-Jul-17,15-Jul-18,17,1202,0,4514.5,5000031479,2010,2,0,Truck,8226,ISUZU,General Cartage,
1,12-Apr-17,11-Oct-17,17,1202,1000000,14717.67,5000031479,2010,2,0,Truck,8226,ISUZU,General Cartage,
1,03-Sep-17,02-Sep-18,17,1202,1000000,33869.45,5000031480,2010,2,0,Truck,8226,ISUZU,General Cartage,
1,12-Oct-14,11-Oct-15,72,1202,2600000,35513.75,5000031502,2010,1,155.9,Truck,12880,IVECO,General Cartage,
0,08-Jul-14,07-Jul-15,97,1201,242209,3721.29,5000031506,1995,12,,Automobile,4164,TOYOTA,Private,
0,08-Jul-17,07-Jul-18,97,1201,473778,5848.2,5000031507,2000,7,,Automobile,2779,TOYOTA,Private,
0,08-Jul-16,07-Jul-17,97,1201,473778,6121.78,5000031507,2000,7,,Automobile,2779,TOYOTA,Private,16100
0,08-Jul-15,07-Jul-16,97,1201,473778,6121.78,5000031507,2000,7,,Automobile,2779,TOYOTA,Private,
0,08-Jul-14,07-Jul-15,97,1201,473778,6121.78,5000031507,2000,7,,Automobile,2779,TOYOTA,Private,46320
0,08-Jul-17,07-Jul-18,97,1201,438578,5623.84,5000031508,1999,10,,Automobile,4169,NISSAN,Private,
0,08-Jul-16,07-Jul-17,97,1201,438578,5881.73,5000031508,1999,10,,Automobile,4169,NISSAN,Private,
0,08-Jul-15,07-Jul-16,97,1201,438578,5881.73,5000031508,1999,10,,Automobile,4169,NISSAN,Private,
0,08-Jul-14,07-Jul-15,97,1201,438578,5881.73,5000031508,1999,10,,Automobile,4169,NISSAN,Private,25486
0,08-Jul-17,07-Jul-18,97,1201,123208,2246.94,5000031510,1997,9,,Automobile,4169,NISSAN,Private,
0,08-Jul-16,07-Jul-17,97,1201,123208,2319.38,5000031510,1997,9,,Automobile,4169,NISSAN,Private,
0,08-Jul-15,07-Jul-16,97,1201,123208,2319.38,5000031510,1997,9,,Automobile,4169,NISSAN,Private,5750
0,08-Jul-14,07-Jul-15,97,1201,123208,2319.38,5000031510,1997,9,,Automobile,4169,NISSAN,Private,
0,08-Jul-17,07-Jul-18,97,1201,242209,3445.77,5000031511,1995,10,,Automobile,2779,TOYOTA,Private,
0,08-Jul-16,07-Jul-17,97,1201,242209,3588.19,5000031511,1995,10,,Automobile,2779,TOYOTA,Private,22472.44
0,08-Jul-15,07-Jul-16,97,1201,242209,3588.19,5000031511,1995,10,,Automobile,2779,TOYOTA,Private,
0,08-Jul-14,07-Jul-15,97,1201,242209,3588.19,5000031511,1995,10,,Automobile,2779,TOYOTA,Private,
0,08-Jul-17,07-Jul-18,97,1201,438578,5623.84,5000031512,1999,10,,Automobile,4169,NISSAN,Private,
0,08-Jul-16,07-Jul-17,97,1201,438578,5881.73,5000031512,1999,10,,Automobile,4169,NISSAN,Private,24000
0,08-Jul-15,07-Jul-16,97,1201,438578,5881.73,5000031512,1999,10,,Automobile,4169,NISSAN,Private,
0,08-Jul-14,07-Jul-15,97,1201,438578,5881.73,5000031512,1999,10,,Automobile,4169,NISSAN,Private,8360
0,08-Jul-17,07-Jul-18,97,1201,438578,5601.84,5000031513,2000,9,,Automobile,4169,NISSAN,Private,103766.66
0,08-Jul-16,07-Jul-17,97,1201,438578,5859.73,5000031513,2000,9,,Automobile,4169,NISSAN,Private,
0,08-Jul-15,07-Jul-16,97,1201,438578,5859.73,5000031513,2000,9,,Automobile,4169,NISSAN,Private,
0,08-Jul-14,07-Jul-15,97,1201,438578,5859.73,5000031513,2000,9,,Automobile,4169,NISSAN,Private,484196.8
0,08-Jul-17,07-Jul-18,97,1201,1100000,4314.4,5000031515,2002,12,,Automobile,4164,TOYOTA,Private,
0,08-Jul-16,07-Jul-17,97,1201,440795.58,5950.62,5000031515,2002,12,,Automobile,4164,TOYOTA,Private,
0,08-Jul-15,07-Jul-16,97,1201,440795.58,5950.62,5000031515,2002,12,,Automobile,4164,TOYOTA,Private,
0,08-Jul-14,07-Jul-15,97,1201,440795.58,5950.62,5000031515,2002,12,,Automobile,4164,TOYOTA,Private,8972
0,08-Jul-17,07-Jul-18,97,1201,442674.87,5645.43,5000031520,2003,9,,Automobile,4164,TOYOTA,Private,
0,08-Jul-16,07-Jul-17,97,1201,442674.87,5905.72,5000031520,2003,9,,Automobile,4164,TOYOTA,Private,13800
0,08-Jul-15,07-Jul-16,97,1201,442674.87,5910.72,5000031520,2003,9,,Automobile,4164,TOYOTA,Private,
0,08-Jul-14,07-Jul-15,97,1201,442674.87,5905.72,5000031520,2003,9,,Automobile,4164,TOYOTA,Private,5750
0,16-Oct-17,15-Oct-18,11,1201,50000,1194.07,5000029809,2008,1,0,Motor-cycle,171,YAMAHA,Private,
0,03-Oct-15,02-Oct-16,11,1201,35000,651.945,5000029809,2008,1,0,Motor-cycle,171,YAMAHA,Private,
0,03-Oct-14,02-Oct-15,11,1201,20399,462.35,5000029809,2008,1,0,Motor-cycle,171,YAMAHA,Private,
0,16-Oct-17,15-Oct-18,11,1201,400000,4903.25,5000029812,2006,4,,Automobile,1300,SUZUKI,Private,
0,16-Oct-16,15-Oct-17,11,1201,350000,4577.15,5000029812,2006,4,,Automobile,1300,SUZUKI,Private,
0,03-Oct-15,02-Oct-16,11,1201,350000,4577.15,5000029812,2006,4,,Automobile,1300,SUZUKI,Private,
0,03-Oct-14,02-Oct-15,11,1201,214174.05,3057.37,5000029812,2006,4,,Automobile,1300,SUZUKI,Private,
0,08-Jul-17,07-Jul-18,8,1202,657894.09,10941.27,5000030847,1998,45,45,Bus,2000,IVECO,Own service,
0,08-Jul-16,07-Jul-17,8,1202,657894.09,11361.78,5000030847,1998,45,45,Bus,2000,IVECO,Own service,
0,08-Jul-15,07-Jul-16,8,1202,657894.09,12377.91,5000030847,1998,45,45,Bus,2000,IVECO,Own service,
0,08-Jul-14,07-Jul-15,8,1202,657894.09,12265.77,5000030847,1998,45,45,Bus,2000,IVECO,Own service,
0,08-Jul-17,07-Jul-18,8,1202,734441.83,10268.05,5000030857,2007,45,45,Bus,8071,IVECO,Own service,
0,08-Jul-16,07-Jul-17,8,1202,734441.83,10574.66,5000030857,2007,45,45,Bus,8071,IVECO,Own service,
0,08-Jul-15,07-Jul-16,8,1202,734441.83,11396.75,5000030857,2007,45,45,Bus,8071,IVECO,Own service,
0,08-Jul-14,07-Jul-15,8,1202,734441.83,11173.62,5000030857,2007,45,45,Bus,8071,IVECO,Own service,
0,18-Jul-17,17-Jul-18,91,1202,0,721.1,5000031135,1983,4,7,Pick-up,1584,ISUZU,Own Goods,
0,18-Jul-16,17-Jul-17,91,1202,30000,1793.01,5000031135,1983,4,7,Pick-up,1584,ISUZU,Own Goods,
0,18-Jul-15,17-Jul-16,91,1202,30000,1878.4,5000031135,1983,4,7,Pick-up,1584,ISUZU,Own Goods,
0,18-Jul-14,17-Jul-15,91,1202,30000,1966.9,5000031135,1983,4,7,Pick-up,1584,ISUZU,Own Goods,
0,18-Jul-17,17-Jul-18,91,1202,120000,1700.54,5000031138,1988,2,10,Pick-up,2494,NISSAN,Own Goods,
0,18-Jul-16,17-Jul-17,91,1202,52000,1395.3,5000031138,1988,2,10,Pick-up,2494,NISSAN,Own Goods,
0,18-Jul-15,17-Jul-16,91,1202,52000,1387.25,5000031138,1988,2,10,Pick-up,2494,NISSAN,Own Goods,
0,18-Jul-14,17-Jul-15,91,1202,52000,1387.25,5000031138,1988,2,10,Pick-up,2494,NISSAN,Own Goods,
0,18-Jul-17,17-Jul-18,91,1202,350000,5452.81,5000031150,2006,4,7,Pick-up,2477,MITSUBISHI,Own Goods,
0,18-Jul-16,17-Jul-17,91,1202,310779,5351.81,5000031150,2006,4,7,Pick-up,2477,MITSUBISHI,Own Goods,
0,18-Jul-15,17-Jul-16,91,1202,310779,4756.13,5000031150,2006,4,7,Pick-up,2477,MITSUBISHI,Own Goods,
0,18-Jul-14,17-Jul-15,91,1202,310779,4756.13,5000031150,2006,4,7,Pick-up,2477,MITSUBISHI,Own Goods,11100
1,15-Sep-17,14-Sep-18,15,1202,0,1949.3,5000031524,2002,11,0,Bus,2985,TOYOTA,Fare Paying Passengers,
1,10-Sep-16,09-Sep-17,15,1202,0,1949.3,5000031524,2002,11,0,Bus,2985,TOYOTA,Fare Paying Passengers,
1,08-Sep-15,07-Sep-16,15,1202,0,1956.2,5000031524,2002,11,0,Bus,2985,TOYOTA,Fare Paying Passengers,
1,31-Jul-17,30-Jul-18,9,1202,532701.86,8388.13,5000031539,2010,0,220,Trailers and semitrailers,0,MESFIN,General Cartage,
1,31-Jul-16,30-Jul-17,9,1202,532701.86,8738.38,5000031539,2010,0,220,Trailers and semitrailers,0,MESFIN,General Cartage,
1,31-Jul-15,30-Jul-16,9,1202,532701.86,7367.48,5000031539,2010,0,220,Trailers and semitrailers,0,MESFIN,General Cartage,
1,31-Jul-14,30-Jul-15,9,1202,532701.86,7626.27,5000031539,2010,0,220,Trailers and semitrailers,0,MESFIN,General Cartage,
0,05-Jul-16,04-Jul-17,80,1201,356108.72,4214.67,5000031609,1995,9,,Station Wagones,4169,NISSAN,Private,
0,05-Jul-15,04-Jul-16,80,1201,356108.72,4590.92,5000031609,1995,9,,Station Wagones,4169,NISSAN,Private,
0,05-Jul-14,04-Jul-15,80,1201,356108.72,4457.11,5000031609,1995,9,,Station Wagones,4169,NISSAN,Private,
0,08-Jul-17,07-Jul-18,80,1201,250000,4576,5000031624,2006,5,,Automobile,1328,SUZUKI,Private,
0,05-Jul-16,04-Jul-17,80,1201,216940.72,3947.88,5000031624,2006,5,,Automobile,1328,SUZUKI,Private,30091.3
0,05-Jul-15,04-Jul-16,80,1201,216940.72,3135.16,5000031624,2006,5,,Automobile,1328,SUZUKI,Private,5175
0,05-Jul-14,04-Jul-15,80,1201,216940.72,3129.36,5000031624,2006,5,,Automobile,1328,SUZUKI,Private,
0,08-Jul-17,07-Jul-18,80,1201,300000,4824.7,5000031631,2002,5,,Automobile,4000,MITSUBISHI,Private,
0,05-Jul-16,04-Jul-17,80,1201,212246,4294.24,5000031631,2002,5,,Automobile,4000,MITSUBISHI,Private,
0,05-Jul-15,04-Jul-16,80,1201,212246,4301.14,5000031631,2002,5,,Automobile,4000,MITSUBISHI,Private,4600
0,05-Jul-14,04-Jul-15,80,1201,212246,4099.983,5000031631,2002,5,,Automobile,4000,MITSUBISHI,Private,5103.17
0,08-Jul-17,07-Jul-18,80,1201,382500,4460.48,5000031628,1999,7,,Automobile,2835,MITSUBISHI,Private,
0,05-Jul-16,04-Jul-17,80,1201,382500,4558.02,5000031628,1999,7,,Automobile,2835,MITSUBISHI,Private,
0,05-Jul-15,04-Jul-16,80,1201,382500,4906.33,5000031628,1999,7,,Automobile,2835,MITSUBISHI,Private,
0,05-Jul-14,04-Jul-15,80,1201,382500,4724.525,5000031628,1999,7,,Automobile,2835,MITSUBISHI,Private,
0,08-Jul-17,07-Jul-18,80,1201,178500,3352.28,5000031630,1998,5,,Automobile,1270,NISSAN,Private,
0,05-Jul-16,04-Jul-17,80,1201,178500,3335.38,5000031630,1998,5,,Automobile,1270,NISSAN,Private,
0,05-Jul-15,04-Jul-16,80,1201,178500,4008.78,5000031630,1998,5,,Automobile,1270,NISSAN,Private,
0,05-Jul-14,04-Jul-15,80,1201,178500,3172.55,5000031630,1998,5,,Automobile,1270,NISSAN,Private,
0,08-Jul-17,07-Jul-18,80,1201,23883.16,659.64,5000031632,2002,2,,Motor-cycle,182,SUZUKI,Private,
0,05-Jul-16,04-Jul-17,80,1201,23883.16,672.365,5000031632,2002,2,,Motor-cycle,182,SUZUKI,Private,
0,05-Jul-15,04-Jul-16,80,1201,23883.16,679.265,5000031632,2002,2,,Motor-cycle,182,SUZUKI,Private,
0,05-Jul-14,04-Jul-15,80,1201,23883.16,671.554,5000031632,2002,2,,Motor-cycle,182,SUZUKI,Private,
0,08-Jul-17,07-Jul-18,79,1201,0,669.4,5000031667,1984,5,,Automobile,1587,TOYOTA,Private,
0,08-Jul-16,07-Jul-17,79,1201,0,674.4,5000031667,1984,5,,Automobile,1587,TOYOTA,Private,
0,08-Jul-15,07-Jul-16,79,1201,60000,1349.86,5000031667,1984,5,,Automobile,1587,TOYOTA,Private,
0,08-Jul-14,07-Jul-15,79,1201,60000,1349.86,5000031667,1984,5,,Automobile,1587,TOYOTA,Private,
0,08-Jul-17,07-Jul-18,79,1201,380000,4711.84,5000031675,2007,5,,Automobile,1586,SUZUKI,Private,
0,08-Jul-16,07-Jul-17,79,1201,380000,4935.28,5000031675,2007,5,,Automobile,1586,SUZUKI,Private,790202.6
0,08-Jul-15,07-Jul-16,79,1201,380000,4942.18,5000031675,2007,5,,Automobile,1586,SUZUKI,Private,
0,08-Jul-14,07-Jul-15,79,1201,380000,4942.18,5000031675,2007,5,,Automobile,1586,SUZUKI,Private,
1,30-Jun-18,29-Jun-19,15,1202,0,1803,5000031767,2010,11,0,Bus,1995,TOYOTA,Taxi,
1,30-Jun-17,29-Jun-18,15,1202,0,1803,5000031767,2010,11,0,Bus,1995,TOYOTA,Taxi,
1,09-Nov-17,08-Nov-18,12,1202,800000,25406.54,5000031777,2005,2,0,Truck,8226,ISUZU,General Cartage,
1,09-Nov-16,08-Nov-17,12,1202,800000,28469.45,5000031777,2005,2,0,Truck,8226,ISUZU,General Cartage,140
1,09-Nov-15,08-Nov-16,12,1202,800000,30142.65,5000031777,2005,2,0,Truck,8226,ISUZU,General Cartage,
1,09-Nov-14,08-Nov-15,12,1202,800000,16498.87,5000031777,2005,2,0,Truck,8226,ISUZU,General Cartage,
1,17-Jan-15,16-Jan-16,12,1202,0,345.8,5000031798,1980,0,103.2,Trailers and semitrailers,0,CALABRASE,General Cartage,
2,11-Oct-14,10-Oct-15,8,1202,850000,24808.37,5000031815,2006,2,0,Truck,8226,ISUZU,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,272376.56,7526.69,5000031846,1982,2,150,Truck,11630,DAF,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,272376.56,8607.01,5000031848,1982,2,150,Truck,12800,DAF,General Cartage,551526
0,17-Jul-14,16-Jul-15,11,1202,272376.56,8411.02,5000031848,1982,2,150,Truck,12800,DAF,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,876000,15440.82,5000031852,1992,2,151,Truck,11630,FIAT,General Cartage,25108.7
0,17-Jul-14,16-Jul-15,11,1202,876000,16868.67,5000031852,1992,2,151,Truck,11630,FIAT,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,272376.56,8092.16,5000031853,1992,2,147,Truck,11630,DAF,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,272376.56,8411.02,5000031853,1992,2,147,Truck,11630,DAF,General Cartage,
1,13-Dec-17,12-Dec-18,6,1202,330000,3948.78,5000031854,2006,0,228.2,Trailers and semitrailers,11630,MARU,General Cartage,
1,13-Dec-16,12-Dec-17,6,1202,330000,4187.27,5000031854,2006,0,228.2,Trailers and semitrailers,11630,MARU,General Cartage,
1,13-Dec-15,12-Dec-16,6,1202,330000,4986.72,5000031854,2006,0,228.2,Trailers and semitrailers,11630,MARU,General Cartage,
1,13-Dec-14,12-Dec-15,6,1202,330000,5395.02,5000031854,2006,0,228.2,Trailers and semitrailers,11630,MARU,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,272376.56,6994.95,5000031859,1992,2,147,Truck,11630,FIAT,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,272376.56,7271.42,5000031859,1992,2,147,Truck,11630,FIAT,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,100000,1900.6,5000031864,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,137881.5
0,17-Jul-14,16-Jul-15,11,1202,50000,1652.45,5000031864,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,272376.56,6624.94,5000031867,1992,2,141,Truck,11630,FIAT,General Cartage,46817.5
0,17-Jul-14,16-Jul-15,11,1202,272376.56,7271.42,5000031867,1992,2,141,Truck,11630,FIAT,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,272376.56,7524.32,5000031874,1992,2,147,Truck,11630,FIAT,General Cartage,20750
0,17-Jul-14,16-Jul-15,11,1202,272376.56,8411.02,5000031874,1992,2,147,Truck,11630,FIAT,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,276376.56,9552.27,5000031879,1992,2,147,Truck,11630,FIAT,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,276376.56,8474.63,5000031879,1992,2,147,Truck,11630,FIAT,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,276376.56,8474.63,5000031889,1992,2,147,Truck,11630,DAF,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,100000,1686.67,5000031897,1992,0,133,Trailers and semitrailers,5600,FARID,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,50000,1650.27,5000031897,1992,0,133,Trailers and semitrailers,5600,FARID,General Cartage,
1,05-Dec-17,04-Dec-18,5,1201,190548.3,2873.56,5000029736,1991,4,,Automobile,1796,BMW,Private,
1,05-Dec-16,04-Dec-17,5,1201,190548.3,3022.26,5000029736,1991,4,,Automobile,1796,BMW,Private,
1,05-Dec-15,04-Dec-16,5,1201,190548.3,3296.81,5000029736,1991,4,,Automobile,1796,BMW,Private,
1,07-Nov-14,06-Nov-15,5,1201,190548.3,2238.1,5000029736,1991,4,,Automobile,1796,BMW,Private,34700
0,08-Aug-17,07-Aug-18,7,1201,1400000,15718.35,5000031192,2009,8,,Station Wagones,2986,TOYOTA,Private,
0,08-Aug-16,07-Aug-17,7,1201,1400000,16541.55,5000031192,2009,8,,Station Wagones,2986,TOYOTA,Private,
0,08-Aug-15,07-Aug-16,7,1201,1400000,16541.55,5000031192,2009,8,,Station Wagones,2986,TOYOTA,Private,
0,08-Aug-14,07-Aug-15,7,1201,317794.96,4392.72,5000031192,2009,8,,Station Wagones,2986,TOYOTA,Private,
0,08-Jul-17,07-Jul-18,97,1202,395398,4927.99,5000031498,2002,4,7,Pick-up,2779,TOYOTA,Own Goods,18260.86
0,08-Jul-16,07-Jul-17,97,1202,395398,5160.49,5000031498,2002,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-15,07-Jul-16,97,1202,395398,5165.49,5000031498,2002,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,26-Sep-14,07-Jul-15,97,1202,395398,4187.61,5000031498,2002,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-17,07-Jul-18,97,1202,395398,4927.99,5000031499,2002,4,7,Pick-up,2799,TOYOTA,Own Goods,
0,08-Jul-16,07-Jul-17,97,1202,395398,5160.49,5000031499,2002,4,7,Pick-up,2799,TOYOTA,Own Goods,
0,08-Jul-15,07-Jul-16,97,1202,395398,5160.49,5000031499,2002,4,7,Pick-up,2799,TOYOTA,Own Goods,
0,26-Sep-14,07-Jul-15,97,1202,395398,4187.61,5000031499,2002,4,7,Pick-up,2799,TOYOTA,Own Goods,
0,08-Jul-14,07-Jul-15,95,1202,0,9424.86,5000031499,2002,4,7,Pick-up,2799,TOYOTA,Own Goods,10598.5
2,19-Dec-17,18-Dec-18,96,1201,300000,2866.8,5000032064,1995,4,,Automobile,1295,TOYOTA,Private,
2,13-Dec-16,12-Dec-17,96,1201,300000,2730.3,5000032064,1995,4,,Automobile,1295,TOYOTA,Private,
2,13-Dec-15,12-Dec-16,96,1201,300000,2737.2,5000032064,1995,4,,Automobile,1295,TOYOTA,Private,
2,13-Dec-14,12-Dec-15,96,1201,300000,2600.7,5000032064,1995,4,,Automobile,1295,TOYOTA,Private,
0,08-Jul-15,07-Jul-16,94,1202,50000,2168.57,5000032110,2004,2,10,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-14,07-Jul-15,94,1202,50000,2742.74,5000032110,2004,2,10,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-16,07-Jul-17,94,1202,295000,4476.28,5000032112,2008,2,10,Pick-up,4164,TOYOTA,Own Goods,
0,08-Jul-15,07-Jul-16,94,1202,295000,3669.07,5000032112,2008,2,10,Pick-up,4164,TOYOTA,Own Goods,
0,08-Jul-14,07-Jul-15,94,1202,295000,6372.5,5000032112,2008,2,10,Pick-up,4164,TOYOTA,Own Goods,
0,08-Jul-16,07-Jul-17,94,1202,240000,3943.51,5000032114,2007,1,35,Truck,4334,ISUSU,Own Goods,
0,08-Jul-15,07-Jul-16,94,1202,240000,4187.7,5000032114,2007,1,35,Truck,4334,ISUSU,Own Goods,
0,08-Jul-14,07-Jul-15,94,1202,240000,6339.12,5000032114,2007,1,35,Truck,4334,ISUSU,Own Goods,
1,28-Jul-17,27-Jul-18,5,1201,140000,1736.4,5000032208,1986,4,,Automobile,1600,TOYOTA,Private,
1,28-Jul-16,27-Jul-17,5,1201,140000,1848.7,5000032208,1986,4,,Automobile,1600,TOYOTA,Private,
1,28-Jul-15,27-Jul-16,5,1201,140000,1967.9,5000032208,1986,4,,Automobile,1600,TOYOTA,Private,
1,28-Jul-14,27-Jul-15,5,1201,140000,2080.2,5000032208,1986,4,,Automobile,1600,TOYOTA,Private,
0,22-Dec-16,21-Dec-17,9,1201,250000,674.4,5000032257,1991,5,,Automobile,1295,TOYOTA,Private,
0,06-Dec-15,05-Dec-16,9,1201,250000,681.3,5000032257,1991,5,,Automobile,1295,TOYOTA,Private,
0,27-Nov-14,26-Nov-15,9,1201,250000,4592.9,5000032257,1991,5,,Automobile,1295,TOYOTA,Private,
1,26-Jul-14,25-Jul-15,9,1201,140000,3804.06,5000032263,1985,4,,Automobile,1295,TOYOTA,Private,
0,08-Jul-15,07-Jul-16,11,1201,675000,8476.05,5000032323,1990,7,,Station Wagones,4169,TOYOTA,Private,
0,08-Jul-14,07-Jul-15,11,1201,675000,8476.05,5000032323,1990,7,,Station Wagones,4169,TOYOTA,Private,
2,31-Jul-14,30-Jul-15,8,1202,700000,16867.96,5000032331,2009,0,40000,Trailers and semitrailers,0,ZZ,General Cartage,
